#ID = Human_miRNA
#miRNA_ID = miRNA symbol (Human)
#Human_miRBase = miRBase ID (Human)
#SPOT_ID = control
ID	miRNA_ID	Human_miRBase	SPOT_ID
hsa-miR-1972	hsa-miR-1972	MIMAT0009447	
hsa-miR-1973	hsa-miR-1973	MIMAT0009448	
hsa-miR-1976	hsa-miR-1976	MIMAT0009451	
hsa-miR-198	hsa-miR-198	MIMAT0000228	
hsa-miR-199a-3p/hsa-miR-199b-3p	hsa-miR-199a-3p/hsa-miR-199b-3p		
hsa-miR-199a-5p	hsa-miR-199a-5p	MIMAT0000231	
hsa-miR-199b-5p	hsa-miR-199b-5p	MIMAT0000263	
hsa-miR-19a-3p	hsa-miR-19a-3p	MIMAT0000073	
hsa-miR-19a-5p	hsa-miR-19a-5p	MIMAT0004490	
hsa-miR-19b-1-5p	hsa-miR-19b-1-5p	MIMAT0004491	
hsa-miR-19b-2-5p	hsa-miR-19b-2-5p	MIMAT0004492	
hsa-miR-19b-3p	hsa-miR-19b-3p	MIMAT0000074	
hsa-miR-200a-3p	hsa-miR-200a-3p	MIMAT0000682	
hsa-miR-200a-5p	hsa-miR-200a-5p	MIMAT0001620	
hsa-miR-200b-3p	hsa-miR-200b-3p	MIMAT0000318	
hsa-miR-200b-5p	hsa-miR-200b-5p	MIMAT0004571	
hsa-miR-200c-3p	hsa-miR-200c-3p	MIMAT0000617	
hsa-miR-200c-5p	hsa-miR-200c-5p	MIMAT0004657	
hsa-miR-202-3p	hsa-miR-202-3p	MIMAT0002811	
hsa-miR-202-5p	hsa-miR-202-5p	MIMAT0002810	
hsa-miR-203	hsa-miR-203	MIMAT0000264	
hsa-miR-204-3p	hsa-miR-204-3p	MIMAT0022693	
hsa-miR-204-5p	hsa-miR-204-5p	MIMAT0000265	
hsa-miR-205-3p	hsa-miR-205-3p	MIMAT0009197	
hsa-miR-205-5p	hsa-miR-205-5p	MIMAT0000266	
hsa-miR-2052	hsa-miR-2052	MIMAT0009977	
hsa-miR-2053	hsa-miR-2053	MIMAT0009978	
hsa-miR-2054	hsa-miR-2054	MIMAT0009979	
hsa-miR-206	hsa-miR-206	MIMAT0000462	
hsa-miR-208a	hsa-miR-208a	MIMAT0000241	
hsa-miR-208b	hsa-miR-208b	MIMAT0004960	
hsa-miR-20a-3p	hsa-miR-20a-3p	MIMAT0004493	
hsa-miR-20a-5p	hsa-miR-20a-5p	MIMAT0000075	
hsa-miR-20b-3p	hsa-miR-20b-3p	MIMAT0004752	
hsa-miR-20b-5p	hsa-miR-20b-5p	MIMAT0001413	
hsa-miR-21-3p	hsa-miR-21-3p	MIMAT0004494	
hsa-miR-21-5p	hsa-miR-21-5p	MIMAT0000076	
hsa-miR-210	hsa-miR-210	MIMAT0000267	
hsa-miR-211-3p	hsa-miR-211-3p	MIMAT0022694	
hsa-miR-211-5p	hsa-miR-211-5p	MIMAT0000268	
hsa-miR-2110	hsa-miR-2110	MIMAT0010133	
hsa-miR-2113	hsa-miR-2113	MIMAT0009206	
hsa-miR-2114-3p	hsa-miR-2114-3p	MIMAT0011157	
hsa-miR-2114-5p	hsa-miR-2114-5p	MIMAT0011156	
hsa-miR-2115-3p	hsa-miR-2115-3p	MIMAT0011159	
hsa-miR-2115-5p	hsa-miR-2115-5p	MIMAT0011158	
hsa-miR-2116-3p	hsa-miR-2116-3p	MIMAT0011161	
hsa-miR-2116-5p	hsa-miR-2116-5p	MIMAT0011160	
hsa-miR-2117	hsa-miR-2117	MIMAT0011162	
hsa-miR-212-3p	hsa-miR-212-3p	MIMAT0000269	
hsa-miR-212-5p	hsa-miR-212-5p	MIMAT0022695	
hsa-miR-214-3p	hsa-miR-214-3p	MIMAT0000271	
hsa-miR-214-5p	hsa-miR-214-5p	MIMAT0004564	
hsa-miR-215	hsa-miR-215	MIMAT0000272	
hsa-miR-216a	hsa-miR-216a	MIMAT0000273	
hsa-miR-216b	hsa-miR-216b	MIMAT0004959	
hsa-miR-217	hsa-miR-217	MIMAT0000274	
hsa-miR-218-1-3p	hsa-miR-218-1-3p	MIMAT0004565	
hsa-miR-218-2-3p	hsa-miR-218-2-3p	MIMAT0004566	
hsa-miR-218-5p	hsa-miR-218-5p	MIMAT0000275	
hsa-miR-219-1-3p	hsa-miR-219-1-3p	MIMAT0004567	
hsa-miR-219-2-3p	hsa-miR-219-2-3p	MIMAT0004675	
hsa-miR-219-5p	hsa-miR-219-5p	MIMAT0000276	
hsa-miR-22-3p	hsa-miR-22-3p	MIMAT0000077	
hsa-miR-22-5p	hsa-miR-22-5p	MIMAT0004495	
hsa-miR-221-3p	hsa-miR-221-3p	MIMAT0000278	
hsa-miR-221-5p	hsa-miR-221-5p	MIMAT0004568	
hsa-miR-222-3p	hsa-miR-222-3p	MIMAT0000279	
hsa-miR-222-5p	hsa-miR-222-5p	MIMAT0004569	
hsa-miR-223-3p	hsa-miR-223-3p	MIMAT0000280	
hsa-miR-223-5p	hsa-miR-223-5p	MIMAT0004570	
hsa-miR-224-3p	hsa-miR-224-3p	MIMAT0009198	
hsa-miR-224-5p	hsa-miR-224-5p	MIMAT0000281	
hsa-miR-2276	hsa-miR-2276	MIMAT0011775	
hsa-miR-2277-3p	hsa-miR-2277-3p	MIMAT0011777	
hsa-miR-2277-5p	hsa-miR-2277-5p	MIMAT0017352	
hsa-miR-2278	hsa-miR-2278	MIMAT0011778	
hsa-miR-2355-3p	hsa-miR-2355-3p	MIMAT0017950	
hsa-miR-2355-5p	hsa-miR-2355-5p	MIMAT0016895	
hsa-miR-2392	hsa-miR-2392	MIMAT0019043	
hsa-miR-23a-3p	hsa-miR-23a-3p	MIMAT0000078	
hsa-miR-23a-5p	hsa-miR-23a-5p	MIMAT0004496	
hsa-miR-23b-3p	hsa-miR-23b-3p	MIMAT0000418	
hsa-miR-23b-5p	hsa-miR-23b-5p	MIMAT0004587	
hsa-miR-23c	hsa-miR-23c	MIMAT0018000	
hsa-miR-24-1-5p	hsa-miR-24-1-5p	MIMAT0000079	
hsa-miR-24-2-5p	hsa-miR-24-2-5p	MIMAT0004497	
hsa-miR-24-3p	hsa-miR-24-3p	MIMAT0000080	
hsa-miR-2467-3p	hsa-miR-2467-3p	MIMAT0019953	
hsa-miR-2467-5p	hsa-miR-2467-5p	MIMAT0019952	
hsa-miR-25-3p	hsa-miR-25-3p	MIMAT0000081	
hsa-miR-25-5p	hsa-miR-25-5p	MIMAT0004498	
hsa-miR-2681-3p	hsa-miR-2681-3p	MIMAT0013516	
hsa-miR-2681-5p	hsa-miR-2681-5p	MIMAT0013515	
hsa-miR-2682-3p	hsa-miR-2682-3p	MIMAT0013518	
hsa-miR-2682-5p	hsa-miR-2682-5p	MIMAT0013517	
hsa-miR-26a-1-3p	hsa-miR-26a-1-3p	MIMAT0004499	
hsa-miR-26a-2-3p	hsa-miR-26a-2-3p	MIMAT0004681	
hsa-miR-26a-5p	hsa-miR-26a-5p	MIMAT0000082	
hsa-miR-26b-3p	hsa-miR-26b-3p	MIMAT0004500	
hsa-miR-26b-5p	hsa-miR-26b-5p	MIMAT0000083	
hsa-miR-27a-3p	hsa-miR-27a-3p	MIMAT0000084	
hsa-miR-27a-5p	hsa-miR-27a-5p	MIMAT0004501	
hsa-miR-27b-3p	hsa-miR-27b-3p	MIMAT0000419	
hsa-miR-27b-5p	hsa-miR-27b-5p	MIMAT0004588	
hsa-miR-28-3p	hsa-miR-28-3p	MIMAT0004502	
hsa-miR-28-5p	hsa-miR-28-5p	MIMAT0000085	
hsa-miR-2861	hsa-miR-2861	MIMAT0013802	
hsa-miR-2909	hsa-miR-2909	MIMAT0013863	
hsa-miR-296-3p	hsa-miR-296-3p	MIMAT0004679	
hsa-miR-296-5p	hsa-miR-296-5p	MIMAT0000690	
hsa-miR-2964a-3p	hsa-miR-2964a-3p	MIMAT0019748	
hsa-miR-2964a-5p	hsa-miR-2964a-5p	MIMAT0019747	
hsa-miR-297	hsa-miR-297	MIMAT0004450	
hsa-miR-298	hsa-miR-298	MIMAT0004901	
hsa-miR-299-3p	hsa-miR-299-3p	MIMAT0000687	
hsa-miR-299-5p	hsa-miR-299-5p	MIMAT0002890	
hsa-miR-29a-3p	hsa-miR-29a-3p	MIMAT0000086	
hsa-miR-29a-5p	hsa-miR-29a-5p	MIMAT0004503	
hsa-miR-29b-1-5p	hsa-miR-29b-1-5p	MIMAT0004514	
hsa-miR-29b-2-5p	hsa-miR-29b-2-5p	MIMAT0004515	
hsa-miR-29b-3p	hsa-miR-29b-3p	MIMAT0000100	
hsa-miR-29c-3p	hsa-miR-29c-3p	MIMAT0000681	
hsa-miR-29c-5p	hsa-miR-29c-5p	MIMAT0004673	
hsa-miR-300	hsa-miR-300	MIMAT0004903	
hsa-miR-301a-3p	hsa-miR-301a-3p	MIMAT0000688	
hsa-miR-301a-5p	hsa-miR-301a-5p	MIMAT0022696	
hsa-miR-301b	hsa-miR-301b	MIMAT0004958	
hsa-miR-302a-3p	hsa-miR-302a-3p	MIMAT0000684	
hsa-miR-302a-5p	hsa-miR-302a-5p	MIMAT0000683	
hsa-miR-302b-3p	hsa-miR-302b-3p	MIMAT0000715	
hsa-miR-302b-5p	hsa-miR-302b-5p	MIMAT0000714	
hsa-miR-302c-3p	hsa-miR-302c-3p	MIMAT0000717	
hsa-miR-302c-5p	hsa-miR-302c-5p	MIMAT0000716	
hsa-miR-302d-3p	hsa-miR-302d-3p	MIMAT0000718	
hsa-miR-302d-5p	hsa-miR-302d-5p	MIMAT0004685	
hsa-miR-302e	hsa-miR-302e	MIMAT0005931	
hsa-miR-302f	hsa-miR-302f	MIMAT0005932	
hsa-miR-3064-3p	hsa-miR-3064-3p	MIMAT0019865	
hsa-miR-3064-5p	hsa-miR-3064-5p	MIMAT0019864	
hsa-miR-3065-3p	hsa-miR-3065-3p	MIMAT0015378	
hsa-miR-3065-5p	hsa-miR-3065-5p	MIMAT0015066	
hsa-miR-3074-3p	hsa-miR-3074-3p	MIMAT0015027	
hsa-miR-3074-5p	hsa-miR-3074-5p	MIMAT0019208	
hsa-miR-30a-3p	hsa-miR-30a-3p	MIMAT0000088	
hsa-miR-30a-5p	hsa-miR-30a-5p	MIMAT0000087	
hsa-miR-30b-3p	hsa-miR-30b-3p	MIMAT0004589	
hsa-miR-30b-5p	hsa-miR-30b-5p	MIMAT0000420	
hsa-miR-30c-1-3p	hsa-miR-30c-1-3p	MIMAT0004674	
hsa-miR-30c-2-3p	hsa-miR-30c-2-3p	MIMAT0004550	
hsa-miR-30c-5p	hsa-miR-30c-5p	MIMAT0000244	
hsa-miR-30d-3p	hsa-miR-30d-3p	MIMAT0004551	
hsa-miR-30d-5p	hsa-miR-30d-5p	MIMAT0000245	
hsa-miR-30e-3p	hsa-miR-30e-3p	MIMAT0000693	
hsa-miR-30e-5p	hsa-miR-30e-5p	MIMAT0000692	
hsa-miR-31-3p	hsa-miR-31-3p	MIMAT0004504	
hsa-miR-31-5p	hsa-miR-31-5p	MIMAT0000089	
hsa-miR-3115	hsa-miR-3115	MIMAT0014977	
hsa-miR-3116	hsa-miR-3116	MIMAT0014978	
hsa-miR-3117-3p	hsa-miR-3117-3p	MIMAT0014979	
hsa-miR-3117-5p	hsa-miR-3117-5p	MIMAT0019197	
hsa-miR-3118	hsa-miR-3118	MIMAT0014980	
hsa-miR-3119	hsa-miR-3119	MIMAT0014981	
hsa-miR-3120-3p	hsa-miR-3120-3p	MIMAT0014982	
hsa-miR-3120-5p	hsa-miR-3120-5p	MIMAT0019198	
hsa-miR-3121-3p	hsa-miR-3121-3p	MIMAT0014983	
hsa-miR-3121-5p	hsa-miR-3121-5p	MIMAT0019199	
hsa-miR-3122	hsa-miR-3122	MIMAT0014984	
hsa-miR-3123	hsa-miR-3123	MIMAT0014985	
hsa-miR-3124-3p	hsa-miR-3124-3p	MIMAT0019200	
hsa-miR-3124-5p	hsa-miR-3124-5p	MIMAT0014986	
hsa-miR-3125	hsa-miR-3125	MIMAT0014988	
hsa-miR-3126-3p	hsa-miR-3126-3p	MIMAT0015377	
hsa-miR-3126-5p	hsa-miR-3126-5p	MIMAT0014989	
hsa-miR-3127-3p	hsa-miR-3127-3p	MIMAT0019201	
hsa-miR-3127-5p	hsa-miR-3127-5p	MIMAT0014990	
hsa-miR-3128	hsa-miR-3128	MIMAT0014991	
hsa-miR-3129-3p	hsa-miR-3129-3p	MIMAT0019202	
hsa-miR-3129-5p	hsa-miR-3129-5p	MIMAT0014992	
hsa-miR-3130-3p	hsa-miR-3130-3p	MIMAT0014994	
hsa-miR-3130-5p	hsa-miR-3130-5p	MIMAT0014995	
hsa-miR-3131	hsa-miR-3131	MIMAT0014996	
hsa-miR-3132	hsa-miR-3132	MIMAT0014997	
hsa-miR-3133	hsa-miR-3133	MIMAT0014998	
hsa-miR-3134	hsa-miR-3134	MIMAT0015000	
hsa-miR-3135a	hsa-miR-3135a	MIMAT0015001	
hsa-miR-3135b	hsa-miR-3135b	MIMAT0018985	
hsa-miR-3136-3p	hsa-miR-3136-3p	MIMAT0019203	
hsa-miR-3136-5p	hsa-miR-3136-5p	MIMAT0015003	
hsa-miR-3137	hsa-miR-3137	MIMAT0015005	
hsa-miR-3138	hsa-miR-3138	MIMAT0015006	
hsa-miR-3139	hsa-miR-3139	MIMAT0015007	
hsa-miR-3140-3p	hsa-miR-3140-3p	MIMAT0015008	
hsa-miR-3140-5p	hsa-miR-3140-5p	MIMAT0019204	
hsa-miR-3141	hsa-miR-3141	MIMAT0015010	
hsa-miR-3142	hsa-miR-3142	MIMAT0015011	
hsa-miR-3143	hsa-miR-3143	MIMAT0015012	
hsa-miR-3144-3p	hsa-miR-3144-3p	MIMAT0015015	
hsa-miR-3144-5p	hsa-miR-3144-5p	MIMAT0015014	
hsa-miR-3145-3p	hsa-miR-3145-3p	MIMAT0015016	
hsa-miR-3145-5p	hsa-miR-3145-5p	MIMAT0019205	
hsa-miR-3146	hsa-miR-3146	MIMAT0015018	
hsa-miR-3147	hsa-miR-3147	MIMAT0015019	
hsa-miR-3148	hsa-miR-3148	MIMAT0015021	
hsa-miR-3149	hsa-miR-3149	MIMAT0015022	
hsa-miR-3150a-3p	hsa-miR-3150a-3p	MIMAT0015023	
hsa-miR-3150a-5p	hsa-miR-3150a-5p	MIMAT0019206	
hsa-miR-3150b-3p	hsa-miR-3150b-3p	MIMAT0018194	
hsa-miR-3150b-5p	hsa-miR-3150b-5p	MIMAT0019226	
hsa-miR-3151	hsa-miR-3151	MIMAT0015024	
hsa-miR-3152-3p	hsa-miR-3152-3p	MIMAT0015025	
hsa-miR-3152-5p	hsa-miR-3152-5p	MIMAT0019207	
hsa-miR-3153	hsa-miR-3153	MIMAT0015026	
hsa-miR-3154	hsa-miR-3154	MIMAT0015028	
hsa-miR-3155a	hsa-miR-3155a	MIMAT0015029	
hsa-miR-3155a/hsa-miR-3155b	hsa-miR-3155a/hsa-miR-3155b		
hsa-miR-3156-3p	hsa-miR-3156-3p	MIMAT0019209	
hsa-miR-3156-5p	hsa-miR-3156-5p	MIMAT0015030	
hsa-miR-3157-3p	hsa-miR-3157-3p	MIMAT0019210	
hsa-miR-3157-5p	hsa-miR-3157-5p	MIMAT0015031	
hsa-miR-3158-3p	hsa-miR-3158-3p	MIMAT0015032	
hsa-miR-3158-5p	hsa-miR-3158-5p	MIMAT0019211	
hsa-miR-3159	hsa-miR-3159	MIMAT0015033	
hsa-miR-3160-3p	hsa-miR-3160-3p	MIMAT0015034	
hsa-miR-3160-5p	hsa-miR-3160-5p	MIMAT0019212	
hsa-miR-3161	hsa-miR-3161	MIMAT0015035	
hsa-miR-3162-3p	hsa-miR-3162-3p	MIMAT0019213	
hsa-miR-3162-5p	hsa-miR-3162-5p	MIMAT0015036	
hsa-miR-3163	hsa-miR-3163	MIMAT0015037	
hsa-miR-3164	hsa-miR-3164	MIMAT0015038	
hsa-miR-3165	hsa-miR-3165	MIMAT0015039	
hsa-miR-3166	hsa-miR-3166	MIMAT0015040	
hsa-miR-3167	hsa-miR-3167	MIMAT0015042	
hsa-miR-3168	hsa-miR-3168	MIMAT0015043	
hsa-miR-3169	hsa-miR-3169	MIMAT0015044	
hsa-miR-3170	hsa-miR-3170	MIMAT0015045	
hsa-miR-3171	hsa-miR-3171	MIMAT0015046	
hsa-miR-3173-3p	hsa-miR-3173-3p	MIMAT0015048	
hsa-miR-3173-5p	hsa-miR-3173-5p	MIMAT0019214	
hsa-miR-3174	hsa-miR-3174	MIMAT0015051	
hsa-miR-3175	hsa-miR-3175	MIMAT0015052	
hsa-miR-3176	hsa-miR-3176	MIMAT0015053	
hsa-miR-3177-3p	hsa-miR-3177-3p	MIMAT0015054	
hsa-miR-3177-5p	hsa-miR-3177-5p	MIMAT0019215	
hsa-miR-3178	hsa-miR-3178	MIMAT0015055	
hsa-miR-3179	hsa-miR-3179	MIMAT0015056	
hsa-miR-3180-3p	hsa-miR-3180-3p	MIMAT0015058	
hsa-miR-3180-5p	hsa-miR-3180-5p	MIMAT0015057	
hsa-miR-3180/hsa-miR-3180-3p	hsa-miR-3180/hsa-miR-3180-3p		
hsa-miR-3181	hsa-miR-3181	MIMAT0015061	
hsa-miR-3182	hsa-miR-3182	MIMAT0015062	
hsa-miR-3183	hsa-miR-3183	MIMAT0015063	
hsa-miR-3184-3p	hsa-miR-3184-3p	MIMAT0022731	
hsa-miR-3184-5p	hsa-miR-3184-5p	MIMAT0015064	
hsa-miR-3185	hsa-miR-3185	MIMAT0015065	
hsa-miR-3186-3p	hsa-miR-3186-3p	MIMAT0015068	
hsa-miR-3186-5p	hsa-miR-3186-5p	MIMAT0015067	
hsa-miR-3187-3p	hsa-miR-3187-3p	MIMAT0015069	
hsa-miR-3187-5p	hsa-miR-3187-5p	MIMAT0019216	
hsa-miR-3188	hsa-miR-3188	MIMAT0015070	
hsa-miR-3189-3p	hsa-miR-3189-3p	MIMAT0015071	
hsa-miR-3189-5p	hsa-miR-3189-5p	MIMAT0019217	
hsa-miR-3190-3p	hsa-miR-3190-3p	MIMAT0022839	
hsa-miR-3190-5p	hsa-miR-3190-5p	MIMAT0015073	
hsa-miR-3191-3p	hsa-miR-3191-3p	MIMAT0015075	
hsa-miR-3191-5p	hsa-miR-3191-5p	MIMAT0022732	
hsa-miR-3192	hsa-miR-3192	MIMAT0015076	
hsa-miR-3193	hsa-miR-3193	MIMAT0015077	
hsa-miR-3194-3p	hsa-miR-3194-3p	MIMAT0019218	
hsa-miR-3194-5p	hsa-miR-3194-5p	MIMAT0015078	
hsa-miR-3195	hsa-miR-3195	MIMAT0015079	
hsa-miR-3196	hsa-miR-3196	MIMAT0015080	
hsa-miR-3197	hsa-miR-3197	MIMAT0015082	
hsa-miR-3198	hsa-miR-3198	MIMAT0015083	
hsa-miR-3199	hsa-miR-3199	MIMAT0015084	
hsa-miR-32-3p	hsa-miR-32-3p	MIMAT0004505	
hsa-miR-32-5p	hsa-miR-32-5p	MIMAT0000090	
hsa-miR-3200-3p	hsa-miR-3200-3p	MIMAT0015085	
hsa-miR-3200-5p	hsa-miR-3200-5p	MIMAT0017392	
hsa-miR-3201	hsa-miR-3201	MIMAT0015086	
hsa-miR-3202	hsa-miR-3202	MIMAT0015089	
hsa-miR-320a	hsa-miR-320a	MIMAT0000510	
hsa-miR-320b	hsa-miR-320b	MIMAT0005792	
hsa-miR-320c	hsa-miR-320c	MIMAT0005793	
hsa-miR-320d	hsa-miR-320d	MIMAT0006764	
hsa-miR-320e	hsa-miR-320e	MIMAT0015072	
hsa-miR-323a-3p	hsa-miR-323a-3p	MIMAT0000755	
hsa-miR-323a-5p	hsa-miR-323a-5p	MIMAT0004696	
hsa-miR-323b-3p	hsa-miR-323b-3p	MIMAT0015050	
hsa-miR-323b-5p	hsa-miR-323b-5p	MIMAT0001630	
hsa-miR-324-3p	hsa-miR-324-3p	MIMAT0000762	
hsa-miR-324-5p	hsa-miR-324-5p	MIMAT0000761	
hsa-miR-325	hsa-miR-325	MIMAT0000771	
hsa-miR-326	hsa-miR-326	MIMAT0000756	
hsa-miR-328	hsa-miR-328	MIMAT0000752	
hsa-miR-329	hsa-miR-329	MIMAT0001629	
hsa-miR-330-3p	hsa-miR-330-3p	MIMAT0000751	
hsa-miR-330-5p	hsa-miR-330-5p	MIMAT0004693	
hsa-miR-331-3p	hsa-miR-331-3p	MIMAT0000760	
hsa-miR-331-5p	hsa-miR-331-5p	MIMAT0004700	
hsa-miR-335-3p	hsa-miR-335-3p	MIMAT0004703	
hsa-miR-335-5p	hsa-miR-335-5p	MIMAT0000765	
hsa-miR-337-3p	hsa-miR-337-3p	MIMAT0000754	
hsa-miR-337-5p	hsa-miR-337-5p	MIMAT0004695	
hsa-miR-338-3p	hsa-miR-338-3p	MIMAT0000763	
hsa-miR-338-5p	hsa-miR-338-5p	MIMAT0004701	
hsa-miR-339-3p	hsa-miR-339-3p	MIMAT0004702	
hsa-miR-339-5p	hsa-miR-339-5p	MIMAT0000764	
hsa-miR-33a-3p	hsa-miR-33a-3p	MIMAT0004506	
hsa-miR-33a-5p	hsa-miR-33a-5p	MIMAT0000091	
hsa-miR-33b-3p	hsa-miR-33b-3p	MIMAT0004811	
hsa-miR-33b-5p	hsa-miR-33b-5p	MIMAT0003301	
hsa-miR-340-3p	hsa-miR-340-3p	MIMAT0000750	
hsa-miR-340-5p	hsa-miR-340-5p	MIMAT0004692	
hsa-miR-342-3p	hsa-miR-342-3p	MIMAT0000753	
hsa-miR-342-5p	hsa-miR-342-5p	MIMAT0004694	
hsa-miR-345-3p	hsa-miR-345-3p	MIMAT0022698	
hsa-miR-345-5p	hsa-miR-345-5p	MIMAT0000772	
hsa-miR-346	hsa-miR-346	MIMAT0000773	
hsa-miR-34a-3p	hsa-miR-34a-3p	MIMAT0004557	
hsa-miR-34a-5p	hsa-miR-34a-5p	MIMAT0000255	
hsa-miR-34b-3p	hsa-miR-34b-3p	MIMAT0004676	
hsa-miR-34b-5p	hsa-miR-34b-5p	MIMAT0000685	
hsa-miR-34c-3p	hsa-miR-34c-3p	MIMAT0004677	
hsa-miR-34c-5p	hsa-miR-34c-5p	MIMAT0000686	
hsa-miR-3529-3p	hsa-miR-3529-3p	MIMAT0022741	
hsa-miR-3529-5p	hsa-miR-3529-5p	MIMAT0019828	
hsa-miR-3545-3p	hsa-miR-3545-3p	MIMAT0019814	
hsa-miR-3545-5p	hsa-miR-3545-5p	MIMAT0019813	
hsa-miR-3591-3p	hsa-miR-3591-3p	MIMAT0019877	
hsa-miR-3591-5p	hsa-miR-3591-5p	MIMAT0019876	
hsa-miR-3605-3p	hsa-miR-3605-3p	MIMAT0017982	
hsa-miR-3605-5p	hsa-miR-3605-5p	MIMAT0017981	
hsa-miR-3606	hsa-miR-3606	MIMAT0017983	
hsa-miR-3607-3p	hsa-miR-3607-3p	MIMAT0017985	
hsa-miR-3607-5p	hsa-miR-3607-5p	MIMAT0017984	
hsa-miR-3609	hsa-miR-3609	MIMAT0017986	
hsa-miR-361-3p	hsa-miR-361-3p	MIMAT0004682	
hsa-miR-361-5p	hsa-miR-361-5p	MIMAT0000703	
hsa-miR-3610	hsa-miR-3610	MIMAT0017987	
hsa-miR-3611	hsa-miR-3611	MIMAT0017988	
hsa-miR-3612	hsa-miR-3612	MIMAT0017989	
hsa-miR-3613-3p	hsa-miR-3613-3p	MIMAT0017991	
hsa-miR-3613-5p	hsa-miR-3613-5p	MIMAT0017990	
hsa-miR-3614-3p	hsa-miR-3614-3p	MIMAT0017993	
hsa-miR-3614-5p	hsa-miR-3614-5p	MIMAT0017992	
hsa-miR-3615	hsa-miR-3615	MIMAT0017994	
hsa-miR-3616-3p	hsa-miR-3616-3p	MIMAT0017996	
hsa-miR-3616-5p	hsa-miR-3616-5p	MIMAT0017995	
hsa-miR-3617	hsa-miR-3617	MIMAT0017997	
hsa-miR-3618	hsa-miR-3618	MIMAT0017998	
hsa-miR-3619-3p	hsa-miR-3619-3p	MIMAT0019219	
hsa-miR-3619-5p	hsa-miR-3619-5p	MIMAT0017999	
hsa-miR-362-3p	hsa-miR-362-3p	MIMAT0004683	
hsa-miR-362-5p	hsa-miR-362-5p	MIMAT0000705	
hsa-miR-3620	hsa-miR-3620	MIMAT0018001	
hsa-miR-3621	hsa-miR-3621	MIMAT0018002	
hsa-miR-3622a-3p	hsa-miR-3622a-3p	MIMAT0018004	
hsa-miR-3622a-5p	hsa-miR-3622a-5p	MIMAT0018003	
hsa-miR-3622b-3p	hsa-miR-3622b-3p	MIMAT0018006	
hsa-miR-3622b-5p	hsa-miR-3622b-5p	MIMAT0018005	
hsa-miR-363-3p	hsa-miR-363-3p	MIMAT0000707	
hsa-miR-363-5p	hsa-miR-363-5p	MIMAT0003385	
hsa-miR-3646	hsa-miR-3646	MIMAT0018065	
hsa-miR-3648	hsa-miR-3648	MIMAT0018068	
hsa-miR-3649	hsa-miR-3649	MIMAT0018069	
hsa-miR-3650	hsa-miR-3650	MIMAT0018070	
hsa-miR-3651	hsa-miR-3651	MIMAT0018071	
hsa-miR-3652	hsa-miR-3652	MIMAT0018072	
hsa-miR-3653	hsa-miR-3653	MIMAT0018073	
hsa-miR-3654	hsa-miR-3654	MIMAT0018074	
hsa-miR-3655	hsa-miR-3655	MIMAT0018075	
hsa-miR-3656	hsa-miR-3656	MIMAT0018076	
hsa-miR-3657	hsa-miR-3657	MIMAT0018077	
hsa-miR-3658	hsa-miR-3658	MIMAT0018078	
hsa-miR-3659	hsa-miR-3659	MIMAT0018080	
hsa-miR-365a-3p/hsa-miR-365b-3p	hsa-miR-365a-3p/hsa-miR-365b-3p		
hsa-miR-365a-5p/hsa-miR-365b-5p	hsa-miR-365a-5p/hsa-miR-365b-5p		
hsa-miR-3660	hsa-miR-3660	MIMAT0018081	
hsa-miR-3661	hsa-miR-3661	MIMAT0018082	
hsa-miR-3662	hsa-miR-3662	MIMAT0018083	
hsa-miR-3663-3p	hsa-miR-3663-3p	MIMAT0018085	
hsa-miR-3663-5p	hsa-miR-3663-5p	MIMAT0018084	
hsa-miR-3664-3p	hsa-miR-3664-3p	MIMAT0019220	
hsa-miR-3664-5p	hsa-miR-3664-5p	MIMAT0018086	
hsa-miR-3665	hsa-miR-3665	MIMAT0018087	
hsa-miR-3666	hsa-miR-3666	MIMAT0018088	
hsa-miR-3667-3p	hsa-miR-3667-3p	MIMAT0018090	
hsa-miR-3667-5p	hsa-miR-3667-5p	MIMAT0018089	
hsa-miR-3668	hsa-miR-3668	MIMAT0018091	
hsa-miR-3669	hsa-miR-3669	MIMAT0018092	
hsa-miR-367-3p	hsa-miR-367-3p	MIMAT0000719	
hsa-miR-367-5p	hsa-miR-367-5p	MIMAT0004686	
hsa-miR-3670	hsa-miR-3670	MIMAT0018093	
hsa-miR-3671	hsa-miR-3671	MIMAT0018094	
hsa-miR-3672	hsa-miR-3672	MIMAT0018095	
hsa-miR-3673	hsa-miR-3673	MIMAT0018096	
hsa-miR-3674	hsa-miR-3674	MIMAT0018097	
hsa-miR-3675-3p	hsa-miR-3675-3p	MIMAT0018099	
hsa-miR-3675-5p	hsa-miR-3675-5p	MIMAT0018098	
hsa-miR-3676-3p	hsa-miR-3676-3p	MIMAT0018100	
hsa-miR-3676-5p	hsa-miR-3676-5p	MIMAT0022734	
hsa-miR-3677-3p	hsa-miR-3677-3p	MIMAT0018101	
hsa-miR-3677-5p	hsa-miR-3677-5p	MIMAT0019221	
hsa-miR-3678-3p	hsa-miR-3678-3p	MIMAT0018103	
hsa-miR-3678-5p	hsa-miR-3678-5p	MIMAT0018102	
hsa-miR-3679-3p	hsa-miR-3679-3p	MIMAT0018105	
hsa-miR-3679-5p	hsa-miR-3679-5p	MIMAT0018104	
hsa-miR-3680-3p	hsa-miR-3680-3p	MIMAT0018107	
