#ID = Human_miRNA
#miRNA_ID = miRNA symbol (Human)
#Human_miRBase = miRBase ID (Human)
#SPOT_ID = control
ID	miRNA_ID	Human_miRBase	SPOT_ID
hsa-miR-4668-3p	hsa-miR-4668-3p	MIMAT0019746	
hsa-miR-4668-5p	hsa-miR-4668-5p		
hsa-miR-4669	hsa-miR-4669	MIMAT0019749	
hsa-miR-4670-3p	hsa-miR-4670-3p	MIMAT0019751	
hsa-miR-4670-5p	hsa-miR-4670-5p	MIMAT0019750	
hsa-miR-4671-3p	hsa-miR-4671-3p	MIMAT0019753	
hsa-miR-4671-5p	hsa-miR-4671-5p	MIMAT0019752	
hsa-miR-4672	hsa-miR-4672	MIMAT0019754	
hsa-miR-4673	hsa-miR-4673	MIMAT0019755	
hsa-miR-4674	hsa-miR-4674	MIMAT0019756	
hsa-miR-4675	hsa-miR-4675	MIMAT0019757	
hsa-miR-4676-3p	hsa-miR-4676-3p	MIMAT0019759	
hsa-miR-4676-5p	hsa-miR-4676-5p	MIMAT0019758	
hsa-miR-4677-3p	hsa-miR-4677-3p	MIMAT0019761	
hsa-miR-4677-5p	hsa-miR-4677-5p	MIMAT0019760	
hsa-miR-4678	hsa-miR-4678	MIMAT0019762	
hsa-miR-4679	hsa-miR-4679	MIMAT0019763	
hsa-miR-4680-3p	hsa-miR-4680-3p	MIMAT0019765	
hsa-miR-4680-5p	hsa-miR-4680-5p	MIMAT0019764	
hsa-miR-4681	hsa-miR-4681	MIMAT0019766	
hsa-miR-4682	hsa-miR-4682	MIMAT0019767	
hsa-miR-4683	hsa-miR-4683	MIMAT0019768	
hsa-miR-4684-3p	hsa-miR-4684-3p	MIMAT0019770	
hsa-miR-4684-5p	hsa-miR-4684-5p	MIMAT0019769	
hsa-miR-4685-3p	hsa-miR-4685-3p	MIMAT0019772	
hsa-miR-4685-5p	hsa-miR-4685-5p	MIMAT0019771	
hsa-miR-4686	hsa-miR-4686	MIMAT0019773	
hsa-miR-4687-3p	hsa-miR-4687-3p	MIMAT0019775	
hsa-miR-4687-5p	hsa-miR-4687-5p	MIMAT0019774	
hsa-miR-4688	hsa-miR-4688	MIMAT0019777	
hsa-miR-4689	hsa-miR-4689	MIMAT0019778	
hsa-miR-4690-3p	hsa-miR-4690-3p	MIMAT0019780	
hsa-miR-4690-5p	hsa-miR-4690-5p	MIMAT0019779	
hsa-miR-4691-3p	hsa-miR-4691-3p	MIMAT0019782	
hsa-miR-4691-5p	hsa-miR-4691-5p	MIMAT0019781	
hsa-miR-4692	hsa-miR-4692	MIMAT0019783	
hsa-miR-4693-3p	hsa-miR-4693-3p	MIMAT0019785	
hsa-miR-4693-5p	hsa-miR-4693-5p	MIMAT0019784	
hsa-miR-4694-3p	hsa-miR-4694-3p	MIMAT0019787	
hsa-miR-4694-5p	hsa-miR-4694-5p	MIMAT0019786	
hsa-miR-4695-3p	hsa-miR-4695-3p	MIMAT0019789	
hsa-miR-4695-5p	hsa-miR-4695-5p	MIMAT0019788	
hsa-miR-4696	hsa-miR-4696	MIMAT0019790	
hsa-miR-4697-3p	hsa-miR-4697-3p	MIMAT0019792	
hsa-miR-4697-5p	hsa-miR-4697-5p	MIMAT0019791	
hsa-miR-4698	hsa-miR-4698	MIMAT0019793	
hsa-miR-4699-3p	hsa-miR-4699-3p	MIMAT0019795	
hsa-miR-4699-5p	hsa-miR-4699-5p	MIMAT0019794	
hsa-miR-4700-3p	hsa-miR-4700-3p	MIMAT0019797	
hsa-miR-4700-5p	hsa-miR-4700-5p	MIMAT0019796	
hsa-miR-4701-3p	hsa-miR-4701-3p	MIMAT0019799	
hsa-miR-4701-5p	hsa-miR-4701-5p	MIMAT0019798	
hsa-miR-4703-3p	hsa-miR-4703-3p	MIMAT0019802	
hsa-miR-4703-5p	hsa-miR-4703-5p	MIMAT0019801	
hsa-miR-4704-3p	hsa-miR-4704-3p	MIMAT0019804	
hsa-miR-4704-5p	hsa-miR-4704-5p	MIMAT0019803	
hsa-miR-4705	hsa-miR-4705	MIMAT0019805	
hsa-miR-4706	hsa-miR-4706	MIMAT0019806	
hsa-miR-4707-3p	hsa-miR-4707-3p	MIMAT0019808	
hsa-miR-4707-5p	hsa-miR-4707-5p	MIMAT0019807	
hsa-miR-4708-3p	hsa-miR-4708-3p	MIMAT0019810	
hsa-miR-4708-5p	hsa-miR-4708-5p	MIMAT0019809	
hsa-miR-4709-3p	hsa-miR-4709-3p	MIMAT0019812	
hsa-miR-4709-5p	hsa-miR-4709-5p	MIMAT0019811	
hsa-miR-4710	hsa-miR-4710	MIMAT0019815	
hsa-miR-4711-3p	hsa-miR-4711-3p	MIMAT0019817	
hsa-miR-4711-5p	hsa-miR-4711-5p	MIMAT0019816	
hsa-miR-4712-3p	hsa-miR-4712-3p	MIMAT0019819	
hsa-miR-4712-5p	hsa-miR-4712-5p	MIMAT0019818	
hsa-miR-4713-3p	hsa-miR-4713-3p	MIMAT0019821	
hsa-miR-4713-5p	hsa-miR-4713-5p	MIMAT0019820	
hsa-miR-4714-3p	hsa-miR-4714-3p	MIMAT0019823	
hsa-miR-4714-5p	hsa-miR-4714-5p	MIMAT0019822	
hsa-miR-4715-3p	hsa-miR-4715-3p	MIMAT0019825	
hsa-miR-4715-5p	hsa-miR-4715-5p	MIMAT0019824	
hsa-miR-4716-3p	hsa-miR-4716-3p	MIMAT0019827	
hsa-miR-4716-5p	hsa-miR-4716-5p	MIMAT0019826	
hsa-miR-4717-3p	hsa-miR-4717-3p	MIMAT0019830	
hsa-miR-4717-5p	hsa-miR-4717-5p	MIMAT0019829	
hsa-miR-4718	hsa-miR-4718	MIMAT0019831	
hsa-miR-4719	hsa-miR-4719	MIMAT0019832	
hsa-miR-4720-3p	hsa-miR-4720-3p	MIMAT0019834	
hsa-miR-4720-5p	hsa-miR-4720-5p	MIMAT0019833	
hsa-miR-4721	hsa-miR-4721	MIMAT0019835	
hsa-miR-4722-3p	hsa-miR-4722-3p	MIMAT0019837	
hsa-miR-4722-5p	hsa-miR-4722-5p	MIMAT0019836	
hsa-miR-4723-3p	hsa-miR-4723-3p	MIMAT0019839	
hsa-miR-4723-5p	hsa-miR-4723-5p	MIMAT0019838	
hsa-miR-4724-3p	hsa-miR-4724-3p	MIMAT0019842	
hsa-miR-4724-5p	hsa-miR-4724-5p	MIMAT0019841	
hsa-miR-4725-3p	hsa-miR-4725-3p	MIMAT0019844	
hsa-miR-4725-5p	hsa-miR-4725-5p	MIMAT0019843	
hsa-miR-4726-3p	hsa-miR-4726-3p	MIMAT0019846	
hsa-miR-4726-5p	hsa-miR-4726-5p	MIMAT0019845	
hsa-miR-4727-3p	hsa-miR-4727-3p	MIMAT0019848	
hsa-miR-4727-5p	hsa-miR-4727-5p	MIMAT0019847	
hsa-miR-4728-3p	hsa-miR-4728-3p	MIMAT0019850	
hsa-miR-4728-5p	hsa-miR-4728-5p	MIMAT0019849	
hsa-miR-4729	hsa-miR-4729	MIMAT0019851	
hsa-miR-4730	hsa-miR-4730	MIMAT0019852	
hsa-miR-4731-3p	hsa-miR-4731-3p	MIMAT0019854	
hsa-miR-4731-5p	hsa-miR-4731-5p	MIMAT0019853	
hsa-miR-4732-3p	hsa-miR-4732-3p	MIMAT0019856	
hsa-miR-4732-5p	hsa-miR-4732-5p	MIMAT0019855	
hsa-miR-4733-3p	hsa-miR-4733-3p	MIMAT0019858	
hsa-miR-4733-5p	hsa-miR-4733-5p	MIMAT0019857	
hsa-miR-4734	hsa-miR-4734	MIMAT0019859	
hsa-miR-4735-3p	hsa-miR-4735-3p	MIMAT0019861	
hsa-miR-4735-5p	hsa-miR-4735-5p	MIMAT0019860	
hsa-miR-4736	hsa-miR-4736	MIMAT0019862	
hsa-miR-4737	hsa-miR-4737	MIMAT0019863	
hsa-miR-4738-3p	hsa-miR-4738-3p	MIMAT0019867	
hsa-miR-4738-5p	hsa-miR-4738-5p	MIMAT0019866	
hsa-miR-4739	hsa-miR-4739	MIMAT0019868	
hsa-miR-4740-3p	hsa-miR-4740-3p	MIMAT0019870	
hsa-miR-4740-5p	hsa-miR-4740-5p	MIMAT0019869	
hsa-miR-4741	hsa-miR-4741	MIMAT0019871	
hsa-miR-4742-3p	hsa-miR-4742-3p	MIMAT0019873	
hsa-miR-4742-5p	hsa-miR-4742-5p	MIMAT0019872	
hsa-miR-4743	hsa-miR-4743	MIMAT0019874	
hsa-miR-4744	hsa-miR-4744	MIMAT0019875	
hsa-miR-4745-3p	hsa-miR-4745-3p	MIMAT0019879	
hsa-miR-4745-5p	hsa-miR-4745-5p	MIMAT0019878	
hsa-miR-4746-3p	hsa-miR-4746-3p	MIMAT0019881	
hsa-miR-4746-5p	hsa-miR-4746-5p	MIMAT0019880	
hsa-miR-4747-3p	hsa-miR-4747-3p	MIMAT0019883	
hsa-miR-4747-5p	hsa-miR-4747-5p	MIMAT0019882	
hsa-miR-4748	hsa-miR-4748	MIMAT0019884	
hsa-miR-4749-3p	hsa-miR-4749-3p	MIMAT0019886	
hsa-miR-4749-5p	hsa-miR-4749-5p	MIMAT0019885	
hsa-miR-4750	hsa-miR-4750	MIMAT0019887	
hsa-miR-4751	hsa-miR-4751	MIMAT0019888	
hsa-miR-4752	hsa-miR-4752	MIMAT0019889	
hsa-miR-4753-3p	hsa-miR-4753-3p	MIMAT0019891	
hsa-miR-4753-5p	hsa-miR-4753-5p	MIMAT0019890	
hsa-miR-4754	hsa-miR-4754	MIMAT0019894	
hsa-miR-4755-3p	hsa-miR-4755-3p	MIMAT0019896	
hsa-miR-4755-5p	hsa-miR-4755-5p	MIMAT0019895	
hsa-miR-4756-3p	hsa-miR-4756-3p	MIMAT0019900	
hsa-miR-4756-5p	hsa-miR-4756-5p	MIMAT0019899	
hsa-miR-4757-3p	hsa-miR-4757-3p	MIMAT0019902	
hsa-miR-4757-5p	hsa-miR-4757-5p	MIMAT0019901	
hsa-miR-4758-3p	hsa-miR-4758-3p	MIMAT0019904	
hsa-miR-4758-5p	hsa-miR-4758-5p	MIMAT0019903	
hsa-miR-4759	hsa-miR-4759	MIMAT0019905	
hsa-miR-4760-3p	hsa-miR-4760-3p	MIMAT0019907	
hsa-miR-4760-5p	hsa-miR-4760-5p	MIMAT0019906	
hsa-miR-4761-3p	hsa-miR-4761-3p	MIMAT0019909	
hsa-miR-4761-5p	hsa-miR-4761-5p	MIMAT0019908	
hsa-miR-4762-3p	hsa-miR-4762-3p	MIMAT0019911	
hsa-miR-4762-5p	hsa-miR-4762-5p	MIMAT0019910	
hsa-miR-4763-3p	hsa-miR-4763-3p	MIMAT0019913	
hsa-miR-4763-5p	hsa-miR-4763-5p	MIMAT0019912	
hsa-miR-4764-3p	hsa-miR-4764-3p	MIMAT0019915	
hsa-miR-4764-5p	hsa-miR-4764-5p	MIMAT0019914	
hsa-miR-4765	hsa-miR-4765	MIMAT0019916	
hsa-miR-4766-3p	hsa-miR-4766-3p	MIMAT0019918	
hsa-miR-4766-5p	hsa-miR-4766-5p	MIMAT0019917	
hsa-miR-4767	hsa-miR-4767	MIMAT0019919	
hsa-miR-4768-3p	hsa-miR-4768-3p	MIMAT0019921	
hsa-miR-4768-5p	hsa-miR-4768-5p	MIMAT0019920	
hsa-miR-4769-3p	hsa-miR-4769-3p	MIMAT0019923	
hsa-miR-4769-5p	hsa-miR-4769-5p	MIMAT0019922	
hsa-miR-4770	hsa-miR-4770	MIMAT0019924	
hsa-miR-4771	hsa-miR-4771	MIMAT0019925	
hsa-miR-4772-3p	hsa-miR-4772-3p	MIMAT0019927	
hsa-miR-4772-5p	hsa-miR-4772-5p	MIMAT0019926	
hsa-miR-4773	hsa-miR-4773	MIMAT0019928	
hsa-miR-4774-3p	hsa-miR-4774-3p	MIMAT0019930	
hsa-miR-4774-5p	hsa-miR-4774-5p	MIMAT0019929	
hsa-miR-4775	hsa-miR-4775	MIMAT0019931	
hsa-miR-4776-3p	hsa-miR-4776-3p	MIMAT0019933	
hsa-miR-4776-5p	hsa-miR-4776-5p	MIMAT0019932	
hsa-miR-4777-3p	hsa-miR-4777-3p	MIMAT0019935	
hsa-miR-4777-5p	hsa-miR-4777-5p	MIMAT0019934	
hsa-miR-4778-3p	hsa-miR-4778-3p	MIMAT0019937	
hsa-miR-4778-5p	hsa-miR-4778-5p	MIMAT0019936	
hsa-miR-4779	hsa-miR-4779	MIMAT0019938	
hsa-miR-4780	hsa-miR-4780	MIMAT0019939	
hsa-miR-4781-3p	hsa-miR-4781-3p	MIMAT0019943	
hsa-miR-4781-5p	hsa-miR-4781-5p	MIMAT0019942	
hsa-miR-4782-3p	hsa-miR-4782-3p	MIMAT0019945	
hsa-miR-4782-5p	hsa-miR-4782-5p	MIMAT0019944	
hsa-miR-4783-3p	hsa-miR-4783-3p	MIMAT0019947	
hsa-miR-4783-5p	hsa-miR-4783-5p	MIMAT0019946	
hsa-miR-4784	hsa-miR-4784	MIMAT0019948	
hsa-miR-4785	hsa-miR-4785	MIMAT0019949	
hsa-miR-4786-3p	hsa-miR-4786-3p	MIMAT0019955	
hsa-miR-4786-5p	hsa-miR-4786-5p	MIMAT0019954	
hsa-miR-4787-3p	hsa-miR-4787-3p	MIMAT0019957	
hsa-miR-4787-5p	hsa-miR-4787-5p	MIMAT0019956	
hsa-miR-4788	hsa-miR-4788	MIMAT0019958	
hsa-miR-4789-3p	hsa-miR-4789-3p	MIMAT0019960	
hsa-miR-4789-5p	hsa-miR-4789-5p	MIMAT0019959	
hsa-miR-4790-3p	hsa-miR-4790-3p	MIMAT0019962	
hsa-miR-4790-5p	hsa-miR-4790-5p	MIMAT0019961	
hsa-miR-4791	hsa-miR-4791	MIMAT0019963	
hsa-miR-4792	hsa-miR-4792	MIMAT0019964	
hsa-miR-4793-3p	hsa-miR-4793-3p	MIMAT0019966	
hsa-miR-4793-5p	hsa-miR-4793-5p	MIMAT0019965	
hsa-miR-4794	hsa-miR-4794	MIMAT0019967	
hsa-miR-4795-3p	hsa-miR-4795-3p	MIMAT0019969	
hsa-miR-4795-5p	hsa-miR-4795-5p	MIMAT0019968	
hsa-miR-4796-3p	hsa-miR-4796-3p	MIMAT0019971	
hsa-miR-4796-5p	hsa-miR-4796-5p	MIMAT0019970	
hsa-miR-4797-3p	hsa-miR-4797-3p	MIMAT0019973	
hsa-miR-4797-5p	hsa-miR-4797-5p	MIMAT0019972	
hsa-miR-4798-3p	hsa-miR-4798-3p	MIMAT0019975	
hsa-miR-4798-5p	hsa-miR-4798-5p	MIMAT0019974	
hsa-miR-4799-3p	hsa-miR-4799-3p	MIMAT0019977	
hsa-miR-4799-5p	hsa-miR-4799-5p	MIMAT0019976	
hsa-miR-4800-3p	hsa-miR-4800-3p	MIMAT0019979	
hsa-miR-4800-5p	hsa-miR-4800-5p	MIMAT0019978	
hsa-miR-4801	hsa-miR-4801	MIMAT0019980	
hsa-miR-4802-3p	hsa-miR-4802-3p	MIMAT0019982	
hsa-miR-4802-5p	hsa-miR-4802-5p	MIMAT0019981	
hsa-miR-4803	hsa-miR-4803	MIMAT0019983	
hsa-miR-4804-3p	hsa-miR-4804-3p	MIMAT0019985	
hsa-miR-4804-5p	hsa-miR-4804-5p	MIMAT0019984	
hsa-miR-483-3p	hsa-miR-483-3p	MIMAT0002173	
hsa-miR-483-5p	hsa-miR-483-5p	MIMAT0004761	
hsa-miR-484	hsa-miR-484	MIMAT0002174	
hsa-miR-485-3p	hsa-miR-485-3p	MIMAT0002176	
hsa-miR-485-5p	hsa-miR-485-5p	MIMAT0002175	
hsa-miR-486-3p	hsa-miR-486-3p	MIMAT0004762	
hsa-miR-486-5p	hsa-miR-486-5p	MIMAT0002177	
hsa-miR-487a	hsa-miR-487a	MIMAT0002178	
hsa-miR-487b	hsa-miR-487b	MIMAT0003180	
hsa-miR-488-3p	hsa-miR-488-3p	MIMAT0004763	
hsa-miR-488-5p	hsa-miR-488-5p	MIMAT0002804	
hsa-miR-489	hsa-miR-489	MIMAT0002805	
hsa-miR-490-3p	hsa-miR-490-3p	MIMAT0002806	
hsa-miR-490-5p	hsa-miR-490-5p	MIMAT0004764	
hsa-miR-491-3p	hsa-miR-491-3p	MIMAT0004765	
hsa-miR-491-5p	hsa-miR-491-5p	MIMAT0002807	
hsa-miR-492	hsa-miR-492	MIMAT0002812	
hsa-miR-493-3p	hsa-miR-493-3p	MIMAT0003161	
hsa-miR-493-5p	hsa-miR-493-5p	MIMAT0002813	
hsa-miR-494	hsa-miR-494	MIMAT0002816	
hsa-miR-495	hsa-miR-495	MIMAT0002817	
hsa-miR-496	hsa-miR-496	MIMAT0002818	
hsa-miR-497-3p	hsa-miR-497-3p	MIMAT0004768	
hsa-miR-497-5p	hsa-miR-497-5p	MIMAT0002820	
hsa-miR-498	hsa-miR-498	MIMAT0002824	
hsa-miR-4999-3p	hsa-miR-4999-3p	MIMAT0021018	
hsa-miR-4999-5p	hsa-miR-4999-5p	MIMAT0021017	
hsa-miR-499a-3p	hsa-miR-499a-3p	MIMAT0004772	
hsa-miR-499a-5p	hsa-miR-499a-5p	MIMAT0002870	
hsa-miR-499b-3p	hsa-miR-499b-3p	MIMAT0019898	
hsa-miR-499b-5p	hsa-miR-499b-5p	MIMAT0019897	
hsa-miR-5000-3p	hsa-miR-5000-3p	MIMAT0021020	
hsa-miR-5000-5p	hsa-miR-5000-5p	MIMAT0021019	
hsa-miR-5001-3p	hsa-miR-5001-3p	MIMAT0021022	
hsa-miR-5002-3p	hsa-miR-5002-3p	MIMAT0021024	
hsa-miR-5002-5p	hsa-miR-5002-5p	MIMAT0021023	
hsa-miR-5003-3p	hsa-miR-5003-3p	MIMAT0021026	
hsa-miR-5003-5p	hsa-miR-5003-5p	MIMAT0021025	
hsa-miR-5004-3p	hsa-miR-5004-3p	MIMAT0021028	
hsa-miR-5004-5p	hsa-miR-5004-5p	MIMAT0021027	
hsa-miR-5006-3p	hsa-miR-5006-3p	MIMAT0021034	
hsa-miR-5006-5p	hsa-miR-5006-5p	MIMAT0021033	
hsa-miR-5007-3p	hsa-miR-5007-3p	MIMAT0021036	
hsa-miR-5007-5p	hsa-miR-5007-5p	MIMAT0021035	
hsa-miR-5008-3p	hsa-miR-5008-3p	MIMAT0021040	
hsa-miR-5008-5p	hsa-miR-5008-5p	MIMAT0021039	
hsa-miR-5009-3p	hsa-miR-5009-3p	MIMAT0021042	
hsa-miR-5009-5p	hsa-miR-5009-5p	MIMAT0021041	
hsa-miR-500a-3p	hsa-miR-500a-3p	MIMAT0002871	
hsa-miR-500a-5p	hsa-miR-500a-5p	MIMAT0004773	
hsa-miR-500a-5p/hsa-miR-500b	hsa-miR-500a-5p/hsa-miR-500b		
hsa-miR-501-3p	hsa-miR-501-3p	MIMAT0004774	
hsa-miR-501-5p	hsa-miR-501-5p	MIMAT0002872	
hsa-miR-5010-3p	hsa-miR-5010-3p	MIMAT0021044	
hsa-miR-5010-5p	hsa-miR-5010-5p	MIMAT0021043	
hsa-miR-5011-3p	hsa-miR-5011-3p	MIMAT0021046	
hsa-miR-5011-5p	hsa-miR-5011-5p	MIMAT0021045	
hsa-miR-502-3p	hsa-miR-502-3p	MIMAT0004775	
hsa-miR-502-5p	hsa-miR-502-5p	MIMAT0002873	
hsa-miR-503	hsa-miR-503	MIMAT0002874	
hsa-miR-504	hsa-miR-504	MIMAT0002875	
hsa-miR-5047	hsa-miR-5047	MIMAT0020541	
hsa-miR-505-3p	hsa-miR-505-3p	MIMAT0002876	
hsa-miR-505-5p	hsa-miR-505-5p	MIMAT0004776	
hsa-miR-506-3p	hsa-miR-506-3p	MIMAT0002878	
hsa-miR-506-5p	hsa-miR-506-5p	MIMAT0022701	
hsa-miR-507	hsa-miR-507	MIMAT0002879	
hsa-miR-508-3p	hsa-miR-508-3p	MIMAT0002880	
hsa-miR-508-5p	hsa-miR-508-5p	MIMAT0004778	
hsa-miR-5087	hsa-miR-5087	MIMAT0021079	
hsa-miR-5088	hsa-miR-5088	MIMAT0021080	
hsa-miR-5089	hsa-miR-5089	MIMAT0021081	
hsa-miR-509-3-5p	hsa-miR-509-3-5p	MIMAT0004975	
hsa-miR-509-3p	hsa-miR-509-3p	MIMAT0002881	
hsa-miR-509-5p	hsa-miR-509-5p	MIMAT0004779	
hsa-miR-5090	hsa-miR-5090	MIMAT0021082	
hsa-miR-5091	hsa-miR-5091	MIMAT0021083	
hsa-miR-5092	hsa-miR-5092	MIMAT0021084	
hsa-miR-5093	hsa-miR-5093	MIMAT0021085	
hsa-miR-5094	hsa-miR-5094	MIMAT0021086	
hsa-miR-5095	hsa-miR-5095	MIMAT0020600	
hsa-miR-5096	hsa-miR-5096	MIMAT0020603	
hsa-miR-510	hsa-miR-510	MIMAT0002882	
hsa-miR-5100	hsa-miR-5100	MIMAT0022259	
hsa-miR-511	hsa-miR-511	MIMAT0002808	
hsa-miR-512-3p	hsa-miR-512-3p	MIMAT0002823	
hsa-miR-512-5p	hsa-miR-512-5p	MIMAT0002822	
hsa-miR-513a-3p	hsa-miR-513a-3p	MIMAT0004777	
hsa-miR-513a-5p	hsa-miR-513a-5p	MIMAT0002877	
hsa-miR-513b	hsa-miR-513b	MIMAT0005788	
hsa-miR-513c-3p	hsa-miR-513c-3p	MIMAT0022728	
hsa-miR-513c-5p	hsa-miR-513c-5p	MIMAT0005789	
hsa-miR-514a-3p	hsa-miR-514a-3p	MIMAT0002883	
hsa-miR-514a-5p	hsa-miR-514a-5p	MIMAT0022702	
hsa-miR-514b-3p	hsa-miR-514b-3p	MIMAT0015088	
hsa-miR-514b-5p	hsa-miR-514b-5p	MIMAT0015087	
hsa-miR-515-3p	hsa-miR-515-3p	MIMAT0002827	
hsa-miR-515-5p	hsa-miR-515-5p	MIMAT0002826	
hsa-miR-516a-3p/hsa-miR-516b-3p	hsa-miR-516a-3p/hsa-miR-516b-3p		
hsa-miR-516a-5p	hsa-miR-516a-5p	MIMAT0004770	
hsa-miR-516b-5p	hsa-miR-516b-5p	MIMAT0002859	
hsa-miR-517-5p	hsa-miR-517-5p	MIMAT0002851	
hsa-miR-517a-3p/hsa-miR-517b-3p	hsa-miR-517a-3p/hsa-miR-517b-3p		
hsa-miR-517c-3p	hsa-miR-517c-3p	MIMAT0002866	
hsa-miR-5186	hsa-miR-5186	MIMAT0021116	
hsa-miR-5187-3p	hsa-miR-5187-3p	MIMAT0021118	
hsa-miR-5187-5p	hsa-miR-5187-5p	MIMAT0021117	
hsa-miR-5188	hsa-miR-5188	MIMAT0021119	
hsa-miR-5189	hsa-miR-5189	MIMAT0021120	
hsa-miR-518a-3p	hsa-miR-518a-3p	MIMAT0002863	
hsa-miR-518a-5p/hsa-miR-527	hsa-miR-518a-5p/hsa-miR-527		
hsa-miR-518b	hsa-miR-518b	MIMAT0002844	
hsa-miR-518c-3p	hsa-miR-518c-3p	MIMAT0002848	
hsa-miR-518c-5p	hsa-miR-518c-5p	MIMAT0002847	
hsa-miR-518d-3p	hsa-miR-518d-3p	MIMAT0002864	
hsa-miR-518d-5p/hsa-miR-520c-5p/hsa-miR-526a	hsa-miR-518d-5p/hsa-miR-520c-5p/hsa-miR-526a		
hsa-miR-518e-3p	hsa-miR-518e-3p	MIMAT0002861	
hsa-miR-518e-5p/hsa-miR-519a-5p/hsa-miR-519b-5p/hsa-miR-519c-5p/hsa-miR-522-5p/hsa-miR-523-5p	hsa-miR-518e-5p/hsa-miR-519a-5p/hsa-miR-519b-5p/hsa-miR-519c-5p/hsa-miR-522-5p/hsa-miR-523-5p		
hsa-miR-518f-3p	hsa-miR-518f-3p	MIMAT0002842	
hsa-miR-518f-5p	hsa-miR-518f-5p	MIMAT0002841	
hsa-miR-5190	hsa-miR-5190	MIMAT0021121	
hsa-miR-5191	hsa-miR-5191	MIMAT0021122	
hsa-miR-5192	hsa-miR-5192	MIMAT0021123	
hsa-miR-5193	hsa-miR-5193	MIMAT0021124	
hsa-miR-5194	hsa-miR-5194	MIMAT0021125	
hsa-miR-5195-3p	hsa-miR-5195-3p	MIMAT0021127	
hsa-miR-5195-5p	hsa-miR-5195-5p	MIMAT0021126	
hsa-miR-5196-3p	hsa-miR-5196-3p	MIMAT0021129	
hsa-miR-5196-5p	hsa-miR-5196-5p	MIMAT0021128	
hsa-miR-5197-3p	hsa-miR-5197-3p	MIMAT0021131	
hsa-miR-5197-5p	hsa-miR-5197-5p	MIMAT0021130	
hsa-miR-519a-3p	hsa-miR-519a-3p	MIMAT0002869	
hsa-miR-519b-3p	hsa-miR-519b-3p	MIMAT0002837	
hsa-miR-519c-3p	hsa-miR-519c-3p	MIMAT0002832	
hsa-miR-519d	hsa-miR-519d	MIMAT0002853	
hsa-miR-519e-3p	hsa-miR-519e-3p	MIMAT0002829	
hsa-miR-519e-5p	hsa-miR-519e-5p	MIMAT0002828	
hsa-miR-520a-3p	hsa-miR-520a-3p	MIMAT0002834	
hsa-miR-520a-5p	hsa-miR-520a-5p	MIMAT0002833	
hsa-miR-520b/hsa-miR-520c-3p	hsa-miR-520b/hsa-miR-520c-3p		
hsa-miR-520c-3p	hsa-miR-520c-3p	MIMAT0002846	
hsa-miR-520d-3p	hsa-miR-520d-3p	MIMAT0002856	
hsa-miR-520d-5p	hsa-miR-520d-5p	MIMAT0002855	
hsa-miR-520e	hsa-miR-520e	MIMAT0002825	
hsa-miR-520f	hsa-miR-520f	MIMAT0002830	
hsa-miR-520g	hsa-miR-520g	MIMAT0002858	
hsa-miR-520g/hsa-miR-520h	hsa-miR-520g/hsa-miR-520h		
hsa-miR-521	hsa-miR-521	MIMAT0002854	
hsa-miR-522-3p	hsa-miR-522-3p	MIMAT0002868	
hsa-miR-523-3p	hsa-miR-523-3p	MIMAT0002840	
hsa-miR-524-3p	hsa-miR-524-3p	MIMAT0002850	
hsa-miR-524-5p	hsa-miR-524-5p	MIMAT0002849	
hsa-miR-525-3p	hsa-miR-525-3p	MIMAT0002839	
hsa-miR-525-5p	hsa-miR-525-5p	MIMAT0002838	
hsa-miR-526b-3p	hsa-miR-526b-3p	MIMAT0002836	
hsa-miR-526b-5p	hsa-miR-526b-5p	MIMAT0002835	
hsa-miR-532-3p	hsa-miR-532-3p	MIMAT0004780	
hsa-miR-532-5p	hsa-miR-532-5p	MIMAT0002888	
hsa-miR-539-3p	hsa-miR-539-3p	MIMAT0022705	
hsa-miR-539-5p	hsa-miR-539-5p	MIMAT0003163	
hsa-miR-541-3p	hsa-miR-541-3p	MIMAT0004920	
hsa-miR-541-5p	hsa-miR-541-5p	MIMAT0004919	
hsa-miR-542-3p	hsa-miR-542-3p	MIMAT0003389	
hsa-miR-542-5p	hsa-miR-542-5p	MIMAT0003340	
hsa-miR-543	hsa-miR-543	MIMAT0004954	
hsa-miR-544a	hsa-miR-544a	MIMAT0003164	
hsa-miR-544b	hsa-miR-544b	MIMAT0015004	
hsa-miR-545-3p	hsa-miR-545-3p	MIMAT0003165	
hsa-miR-545-5p	hsa-miR-545-5p	MIMAT0004785	
hsa-miR-548a-3p	hsa-miR-548a-3p	MIMAT0003251	
hsa-miR-548a-5p	hsa-miR-548a-5p	MIMAT0004803	
hsa-miR-548aa/hsa-miR-548ap-3p/hsa-miR-548t-3p	hsa-miR-548aa/hsa-miR-548ap-3p/hsa-miR-548t-3p		
hsa-miR-548aa/hsa-miR-548t-3p	hsa-miR-548aa/hsa-miR-548t-3p		
hsa-miR-548ab	hsa-miR-548ab	MIMAT0018928	
hsa-miR-548ac	hsa-miR-548ac	MIMAT0018938	
hsa-miR-548ad	hsa-miR-548ad	MIMAT0018946	
hsa-miR-548ae	hsa-miR-548ae	MIMAT0018954	
hsa-miR-548ag	hsa-miR-548ag	MIMAT0018969	
hsa-miR-548ah-3p	hsa-miR-548ah-3p	MIMAT0020957	
